#OTU ID	S1-bottom	S1-sediment	S2-surface	S2-bottom	S2-sediment	S3-surface	S3-bottom	S3-sediment	S4-surface	S4-bottom	S4-sediment	S5-surface	S5-bottom	S5-sediment	S6-surface	S6-bottom	S6-sediment	S7-surface	S7-bottom	S7-sediment	S8-surface	S8-bottom	S8-sediment	S9-surface	S9-bottom	S9-sediment	S10-surface	S10-bottom	S10-sediment	S11-surface	S11-bottom	S11-sediment	S12-surface	S12-bottom	S12-sediment	S13-surface	S13-bottom	S13-sediment	S14-surface	S14-bottom	S14-sediment	C1-surface	C1-bottom	C1-sediment	C2-surface	C2-sediment	C3-surface	C3-sediment	C4-surface	C4-bottom	C4-sediment	C5-surface	C5-bottom	C5-sediment	C10-surface	C10-sediment	C11-surface	C11-bottom	C11-sediment	C12-surface	C12-bottom	C13-surface	C13-bottom	C13-sediment	C14-surface	C14-bottom	C14-sediment	N1-surface	N1-bottom	N1-sediment	N2-surface	N2-bottom	N3-surface	N3-sediment	N4-surface	N4-sediment	N5-surface	N5-sediment	N6-surface	N7-surface	N7-sediment	N8-surface	N8-sediment	N9-surface	N9-sediment	N10-surface	N10-sediment	N11-surface	N11	N12-surface	N12-sediment	N13-surface	N13-sediment	N14-surface	N14-sediment	N15-surface	N15-sediment	N16-surface	N16-bottom	N16-sediment
Zotu62	106	301	369	42	209	196	55	288	162	56	146	77	51	917	58	8	222	106	124	190	279	23	1221	157	50	101	128	58	70	163	82	363	229	88	135	133	30	147	275	22	374	116	70	60	30	298	56	1711	63	59	17	150	50	171	100	248	44	13	174	39	12	55	9	121	28	55	278	167	9	221	53	57	241	244	83	1837	27	3990	100	36	1101	111	109	57	118	149	376	103	189	39	3944	159	361	158	1106	117	135	75	88	794
Zotu63	0	8	1	0	0	0	1	9	0	0	0	0	0	0	0	0	250	0	0	3	0	0	0	0	0	27531	0	0	1	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu64	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	4931	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	25827	0	3	0	370	0	0	4	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0
Zotu65	0	2	3	0	0	0	0	1	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	1	0	3	0	1	0	0	70	0	0	484	0	0	0	0	0	2	0	0	0	0	0	0	181	0	0	0	0	0	1	0	0	16460	0	3185	0	3	1	0	0	0	0	0	2	0	9615	0	0	0	0	0	4	0	0	0	0	0
Zotu66	534	11	0	136	22	0	164	15	0	2	0	0	0	9	0	2	92	0	21	747	0	13	5	0	28	1	0	5	9	0	23	5	0	14	8	0	2684	198	0	23	4	0	3019	88	0	4010	0	118	1	83	7	0	432	3	1	10	0	55	22	0	118	0	85	22	0	383	92	0	39	57	0	5953	0	156	0	955	0	35	0	0	402	1	44	0	23	0	22	0	3	0	206	0	92	3	158	0	64	0	3075	172
Zotu67	0	0	1	0	0	0	0	0	0	21605	0	0	0	0	1	1	0	8	0	0	3	5	0	0	0	2	0	0	1	0	0	0	0	8	1233	0	0	167	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	7	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6
Zotu68	0	363	0	0	245	0	0	2	0	0	68	0	0	3	0	0	1	0	0	0	0	0	7	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	7	0	3	0	0	2	0	48	0	0	790	0	2	0	0	12969	0	0	0	0	9337	0	0	148	0	0	0	0	0	0	1	0	43	0	76	0	0	3074	0	1	0	0	0	7	0	0	0	5	0	1712	0	0	0	34	0	0	106
Zotu69	0	434	0	0	40	0	0	99	0	0	424	0	0	1236	0	0	3045	0	0	2139	0	0	3811	0	3	2483	0	1	2564	0	11	1558	0	0	755	0	0	40	0	0	3	0	0	1153	0	2567	0	487	0	0	2	0	7	175	0	70	0	0	1511	0	0	0	0	838	0	7	1261	0	1	3	0	0	0	9	0	235	0	92	0	0	432	0	1104	0	398	0	321	0	31	0	38	0	3	0	0	0	11	0	0	217
Zotu70	3	378	0	1	2232	1	3	2636	0	4	319	0	3	1011	0	1	230	0	9	428	0	4	116	0	10	118	0	9	96	0	26	1050	0	15	3081	0	39	1205	1	2	2072	0	2	20	0	736	0	223	0	1	2369	0	6	1720	0	269	0	6	526	0	0	0	5	334	0	3	1009	0	1	1784	0	1	0	149	1	1254	0	108	0	0	478	0	185	0	107	0	32	0	30	0	2404	0	62	0	695	0	51	0	3	78
Zotu71	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	26558	0	0	531	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu72	1905	0	6	945	6	1	1047	6	6	709	2	0	1037	33	4	206	0	1	1203	7	7	541	4	1	1915	15	0	1516	1	4	1059	11	4	816	9	2	1037	7	4	225	10	2	593	0	1	0	0	33	3	1023	5	6	969	5	1	5	2	591	13	3	965	0	1256	1	0	335	8	3	54	5	0	725	1	4	0	16	0	10	1	0	5	6	5	0	13	0	21	0	3	1	40	3	2	1	4	0	4	1	523	1
Zotu73	1	2	3	3	869	0	0	131	0	0	3	2	1	5	0	3	64	0	0	13	0	0	4	0	0	3	2	2	388	0	0	0	0	0	46	0	3	4795	0	2	0	0	1	31	0	4	0	10	1	0	572	0	2	0	0	9467	0	3	11	0	0	0	0	0	0	0	1	0	0	224	0	0	0	2	0	1	0	1	0	0	2	2	0	0	2	4	2	0	4889	0	5384	0	2	0	2	0	21	0	2	1
Zotu74	0	491	0	0	306	0	0	2	0	0	1	0	1	93	0	0	283	0	0	742	0	2	199	0	1	1448	0	0	104	0	0	3	0	0	12	0	0	2	0	0	23	0	0	630	0	1731	0	561	0	0	74	0	0	417	1	183	0	0	1651	0	0	0	4	1424	0	0	2180	0	0	2585	0	0	0	3313	0	2320	0	647	0	0	1225	0	2372	0	7307	0	2385	0	174	0	301	0	926	0	301	0	112	0	0	371
Zotu75	0	2	0	0	174	0	0	502	0	0	527	0	0	3286	0	0	2420	0	0	0	0	0	565	0	0	0	0	0	4405	0	0	1143	0	0	603	0	0	1	0	0	4585	0	0	0	0	8449	0	485	0	0	708	0	1	162	0	276	0	0	2	0	0	0	0	5	0	0	0	0	0	430	0	0	0	1533	0	4	0	779	2	0	120	0	1	1	0	0	4	0	1	0	874	0	0	0	0	0	0	0	0	0
Zotu76	62	182	19	6	174	6	18	73	5	19	437	0	19	342	0	1	401	0	58	595	37	33	194	0	29	705	0	28	665	5	25	106	12	18	525	5	52	266	4	10	205	0	27	371	0	500	0	306	0	19	73	3	25	384	0	414	1	18	1190	0	25	0	28	304	1	9	222	266	10	2213	3	195	62	2175	59	820	15	918	30	12	378	25	1126	14	1249	34	955	38	84	11	566	110	509	39	502	4	696	24	319	1836
Zotu77	1	367	0	1	295	0	8	371	0	1	692	0	13	362	0	2	660	1	19	1361	0	4	333	0	16	604	0	4	29	1	12	150	0	2	40	0	0	167	0	1	529	0	6	266	0	514	0	1201	0	5	225	0	3	191	0	782	0	5	510	0	2	0	11	339	0	45	433	0	0	189	0	4	0	161	0	640	0	1413	0	0	345	0	315	0	519	0	2773	0	487	0	3376	1	602	0	1358	0	189	0	11	363
Zotu78	8	362	0	0	238	1	1	148	0	4	560	0	10	434	0	3	533	0	15	634	0	4	418	0	15	281	0	22	345	1	16	199	0	0	306	0	5	106	0	2	547	0	0	415	0	571	0	1008	0	6	279	0	10	219	0	874	1	5	306	0	5	0	16	559	0	33	296	0	0	453	0	8	0	344	0	814	0	2189	0	0	285	0	402	1	171	1	2564	0	1000	0	2008	0	1245	0	1204	0	66	0	5	503
Zotu79	0	0	0	0	12	0	0	0	0	0	3563	0	0	2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	421	0	0	1	0	0	2	0	0	1	0	15217	1	216	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	0	0	1	0	1	0	0	0	0	0	1294	0	1	0	0	0	0	0
Zotu80	0	36	0	0	1	0	0	0	0	0	5	0	0	95	0	0	47	0	0	156	0	0	0	0	0	17	0	0	4	0	0	36	0	0	423	0	0	0	0	0	1	0	0	3	0	0	0	4	0	2	17	0	0	132	0	14055	1	0	1	0	0	0	0	0	0	0	5	0	0	8918	0	0	0	2	0	0	0	6	0	0	0	0	0	0	4	0	0	0	1	0	42	0	5	0	0	0	2	0	0	54
Zotu81	0	0	0	0	4	0	0	0	0	0	0	0	0	35	4	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	2	0	1	0	0	0	3	0	0	0	8	0	0	24249	0	12	0	0	0	0	0	5	0	0	0	0	30	2	0	3	0	0	0	0	0	0	1	0	0	0	7	0	0	6	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu82	9	0	965	55	0	661	29	2	578	24	0	576	18	10	112	1	3	189	12	4	1225	5	4	736	36	1	482	44	0	585	54	2	475	42	5	825	22	0	787	1	0	241	37	0	104	2	142	30	307	14	0	1131	40	0	364	0	256	5	3	189	6	268	12	0	88	2	2	601	6	0	251	26	587	18	264	5	122	4	249	127	0	587	2	198	0	387	0	501	1	105	5	431	0	682	5	307	11	213	19	6
Zotu83	0	0	0	0	3	0	1	0	0	0	18	0	0	12	0	0	0	0	1	1	0	0	2	0	137	0	0	0	1	3	3	0	0	0	0	0	0	4	0	0	1	0	0	0	1	1	0	0	0	0	365	0	3	1	0	1996	0	0	15856	1	3	0	2	81	0	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	201	1	6202	0	0	0	0	0	3	0	0	1
Zotu84	15	139	0	3	100	0	4	53	0	7	84	0	2	339	0	4	421	0	13	1716	0	1	238	1	7	679	0	1	343	0	4	144	0	2	252	0	11	167	0	2	247	0	7	1291	1	477	0	920	0	6	49	0	5	285	0	295	0	3	921	0	18	0	14	738	0	8	410	0	2	1737	0	6	0	1114	0	334	0	414	0	0	352	0	705	0	1895	1	798	0	273	0	306	0	275	0	421	0	944	0	3	1109
Zotu85	0	103	0	0	2	0	0	1	0	0	1	0	0	43	0	0	640	0	0	3848	0	0	24	0	0	1708	0	0	337	0	0	1	0	0	2	0	0	0	0	0	0	0	0	376	0	1006	0	775	0	0	6	0	0	110	0	1459	0	0	184	0	0	0	1	844	0	2	2465	0	2	575	0	0	0	1016	0	82	0	31	0	0	233	0	1126	0	2420	0	744	0	68	1	26	0	85	0	46	0	468	0	0	131
Zotu86	3	40	0	0	10	0	5	23	0	1	725	0	1	856	0	2	998	0	6	835	0	0	624	0	7	602	0	1	2682	0	1	32	0	1	40	0	7	206	0	0	72	0	3	44	0	572	0	582	0	0	121	1	4	52	0	376	0	12	1381	0	12	0	14	208	0	22	56	0	0	568	0	8	0	96	0	41	0	1502	0	0	1543	0	873	0	540	0	471	0	244	0	664	0	1521	0	502	0	470	0	0	92
Zotu87	0	1695	0	0	1148	0	2	811	0	0	413	0	1	742	0	0	1556	0	5	12	0	0	140	0	57	2941	0	21	2956	0	0	1040	0	0	1	0	1	6373	0	0	1	0	1	2	0	0	0	1599	0	0	160	0	1	1700	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	476	0	4	0	154	0	0	42	0	64	0	1	0	0	0	398	2	147	0	274	3	0	0	5	0	0	917
Zotu88	664	0	128	717	3	88	714	5	97	544	8	84	982	12	7	128	5	16	1081	7	78	388	0	75	1223	2	35	1340	10	102	1179	19	227	873	12	97	418	6	117	51	3	5	679	27	2	2	3	6	48	626	0	217	701	1	20	0	60	369	0	30	370	28	754	2	6	218	3	26	22	1	13	557	23	1	18	18	3	2	2	4	10	30	0	8	0	20	27	15	0	6	11	19	3	37	2	11	1	20	457	1
Zotu89	1	292	10	1	484	0	2	536	1	0	510	2	4	656	0	1	781	6	5	326	7	4	392	6	6	534	8	0	468	9	13	409	7	4	291	3	3	111	5	0	670	0	1	242	1	415	0	1345	2	0	122	6	1	573	0	390	0	0	243	0	0	2	5	326	1	11	205	26	1	279	10	0	27	334	8	1682	0	1444	2	0	484	9	272	0	227	1	1273	3	456	5	964	26	429	31	920	12	78	2	4	258
Zotu90	3	2373	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	5023	0	2	121	0	0	0	2	0	0	438	1	0	1	0	0	0	2	1138	0	0	0	0	6560	0	2	6053	0	0	1	0	0	0	0	0	2	0	1614	0	1	0	0	683	1	0	0	1	0	3000	0	1201	1	2770	0	389	0	0	0	1	96
Zotu91	0	1	0	0	0	0	0	1349	0	0	1285	0	0	1489	0	1	2	0	0	0	0	0	2	0	1	0	1	0	0	0	1	423	0	0	1603	0	1	2	0	0	604	0	2	0	0	2	0	1	0	0	274	0	1	4444	0	149	0	1	3757	0	0	0	2	2	0	0	2	0	0	339	0	0	0	2	0	4	0	0	0	0	3	0	0	0	0	1	0	0	1702	0	1350	0	240	2	772	0	0	0	0	0
Zotu92	0	2	0	0	353	0	0	688	0	0	606	1	0	50	0	0	11	0	0	2	0	0	5	0	0	16	0	0	36	0	0	1073	0	0	812	0	0	510	1	0	222	0	0	342	0	124	0	274	1	0	127	0	0	1087	0	79	0	0	187	0	1	0	1	127	0	0	2791	0	0	26	0	0	0	123	0	1292	0	54	0	0	319	0	28	0	428	0	1426	0	370	0	914	1	1352	0	1173	0	568	0	0	606
Zotu93	0	86	0	0	785	0	0	79	0	0	119	0	1	501	0	0	10	0	1	188	0	0	47	0	0	48	0	0	290	0	0	126	0	0	387	0	0	577	0	1	2817	1	0	29	0	147	1	2109	0	0	86	0	0	919	0	73	0	0	1673	0	0	0	0	159	0	1	234	0	0	143	0	0	0	278	0	144	0	35	0	0	7	0	79	0	696	0	672	0	56	0	231	0	339	0	458	0	529	0	0	2215
Zotu94	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	4	0	0	10309	0	1	4	0	0	0	1	0	0	0	4	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	3	9456	0	0	0	0	0	3	0	0	0
Zotu95	0	1	0	0	5960	0	0	1686	0	1	4769	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	1	1	0	0	5282	0	0	0	0	2	0	0	2	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	2	0	3560	0	0	0	0	0	0	3
Zotu96	0	0	0	0	3	0	0	0	0	0	4046	0	0	4	0	0	1	0	0	13546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	6	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	27	0	0	0	0	0	0	490	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0
Zotu97	0	0	0	0	1765	0	1	2329	0	0	4810	0	0	7	0	0	1	0	0	1114	0	0	3	0	0	1	0	0	1	0	0	3519	0	0	38	0	0	68	0	0	10	0	0	0	0	2	0	1	0	0	930	0	0	191	0	350	0	0	4	0	0	0	0	1	0	0	1	0	0	4582	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu98	0	2	0	0	6852	0	0	4778	0	473	1	0	0	4631	0	0	59	0	0	0	0	0	3	0	0	4	0	0	17	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	574	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	2	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0
Zotu99	1628	254	3	235	203	0	81	51	0	24	87	0	42	128	0	8	565	0	71	797	0	43	286	0	85	365	0	65	72	0	64	70	0	32	109	0	1839	47	1	565	474	0	235	297	0	193	0	690	0	1402	58	0	655	142	0	238	0	1850	253	0	1460	0	686	48	0	131	261	0	7	65	0	93	0	13	0	207	0	134	1	0	304	1	388	0	87	1	198	0	68	0	215	0	127	0	65	0	6	0	174	4
Zotu100	0	208	0	0	737	0	0	804	0	0	525	0	0	512	0	0	139	0	3	118	1	0	74	0	0	9	1	1	10	0	2	303	0	0	3035	0	6	266	0	0	804	0	0	104	0	736	0	94	0	0	1285	0	0	1351	0	157	0	1	379	0	0	0	0	340	0	0	768	0	0	1559	0	0	0	44	1	898	1	79	0	0	203	0	122	0	43	0	40	0	17	0	1141	0	157	0	766	0	156	1	0	42
Zotu101	24	401	0	5	112	0	13	142	0	0	929	0	9	548	1	4	854	0	12	77	0	7	131	0	68	378	0	70	376	4	58	190	0	8	29	0	24	26	0	8	1184	0	2	51	0	319	0	3637	0	11	36	0	36	499	0	1671	0	23	173	0	24	0	13	248	0	16	58	0	0	42	0	19	0	17	0	709	0	1358	0	0	111	0	228	0	189	0	981	0	40	0	357	0	135	1	945	0	4	0	1	10
Zotu102	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20843	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0
Zotu103	290	57	421	433	58	237	420	63	186	347	77	140	512	267	80	76	62	144	701	44	265	237	69	182	381	11	109	551	74	278	592	149	356	442	74	203	130	165	298	27	138	104	288	19	25	47	45	302	72	229	4	183	252	31	15	26	38	84	17	42	88	50	125	30	30	58	84	144	13	39	84	381	269	14	83	288	21	504	54	12	130	95	9	41	22	66	65	58	39	21	778	175	31	154	113	76	2	53	394	46
Zotu104	0	64	0	0	170	0	3	115	0	1	945	0	0	1491	0	0	386	0	1	1653	1	0	39	1	0	136	0	0	774	0	1	601	0	0	779	0	0	753	0	0	229	0	0	0	0	3	0	982	0	0	42	0	1	165	1	396	0	0	289	2	0	1	1	108	0	0	1	0	0	197	0	0	0	191	0	50	0	15	1	1	0	0	2	0	203	0	700	0	44	0	591	0	483	0	607	2	2743	0	0	2251
Zotu105	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	2	0	0	0	0	3	2	0	0	0	0	0	4	0	0	0	7	0	0	18207	2	15	1	0	1	0	0	7	0	1	0	0	6	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu106	0	160	0	0	120	0	1	55	0	0	46	0	1	627	0	0	499	0	1	783	0	0	127	0	0	218	0	0	1323	0	1	129	1	0	33	0	1	135	0	0	880	0	0	722	1	210	0	1068	0	0	9	1	0	47	0	210	0	3	553	0	2	0	2	461	0	3	224	0	0	184	0	0	0	311	0	285	0	314	1	0	94	0	491	0	590	0	1032	0	190	0	43	0	403	0	245	0	2128	0	0	715
Zotu107	0	3	0	0	0	0	0	3708	0	0	3	0	0	2	0	27	2	0	0	0	39	0	1	0	0	1	0	1	38	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	11914	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	12	0	1	0	0	0	396	0	0	0	0	0
Zotu108	11	158	19	3	165	7	6	103	15	7	548	6	2	387	4	0	698	4	13	758	17	6	502	12	33	811	5	16	663	13	21	137	17	6	348	19	4	105	2	2	499	7	6	358	0	454	5	443	1	2	85	16	10	267	5	323	7	11	719	0	15	4	8	181	10	11	115	2	0	566	2	4	3	625	2	845	1	1164	3	1	291	9	441	6	600	2	1476	10	494	1	452	11	1007	9	387	1	261	4	6	625
Zotu109	328	105	0	157	10	0	122	1	0	898	6	0	205	191	0	28	4	0	1612	0	0	838	0	8	1612	0	4	683	179	5	744	5	11	632	15	4	366	269	11	66	336	0	327	82	1	0	0	9	0	464	1	1	532	5	0	5	0	148	2	0	85	0	119	2	0	44	67	0	118	2	0	732	0	1	0	589	0	238	0	0	318	0	1	0	1	0	1	0	44	2	343	0	9	0	62	0	1	3	502	119
Zotu110	2	14826	0	17	39	0	1	270	12	3	19	0	0	4	0	0	8	0	1	2	0	0	0	0	0	7	0	2	0	0	6	5	0	3	16	0	313	48	0	1	8	0	45	0	0	5	0	65	0	4	3	0	4	6	0	4	0	31	0	0	2	0	8	5	0	0	36	0	1	3	0	59	0	5	0	6	0	0	0	0	12	0	3	0	4	0	13	0	0	0	14	0	2	0	11	0	6	0	278	6
Zotu111	24	318	0	4	417	0	7	264	0	4	542	0	6	327	0	2	579	0	29	440	0	10	206	0	25	358	0	13	252	0	19	265	0	6	224	0	16	223	0	0	623	0	5	149	0	257	0	1992	0	11	54	0	12	325	0	456	1	13	240	1	11	0	12	274	0	18	75	0	0	328	0	7	0	567	0	858	0	1277	0	0	296	1	163	0	626	1	620	0	306	2	817	0	199	0	815	0	33	0	9	351
Zotu112	0	0	0	0	5244	0	0	1	0	0	237	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	4081	0	0	942	0	0	0	0	0	3233	0	0	2	0	0	0	0	0	0	4	0	0	3	0	970	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	47	0	0	101	0	1	0	0	0	14	0	1	0	1059	0	0	0	0	0	1	0	0	0
Zotu113	469	2	388	171	0	243	201	2	217	169	5	151	318	20	80	53	7	96	671	7	275	178	2	166	589	7	182	521	5	266	477	4	212	245	3	220	412	0	348	97	3	124	186	0	53	5	182	19	141	236	2	492	237	0	151	4	73	258	0	103	299	179	415	1	98	101	2	228	20	0	97	219	200	13	118	1	90	1	118	74	7	379	0	163	6	264	4	263	0	81	3	216	2	322	2	102	2	96	136	4
Zotu114	0	1	0	0	4	0	0	3283	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	22	0	0	1	0	1	0	1	0	98	0	0	3	0	0	0	0	0	132	0	0	0	0	2	0	193	0	1	1706	0	1	1	0	3414	0	0	0	3	39	0	0	0	0	0	1145	0	0	0	1029	0	0	0	1	0	1	1266	0	1	0	1	0	1	0	0	0	0	0	6	0	2652	0	1633	0	0	491
Zotu115	0	2	0	0	0	0	0	9261	0	0	1	0	0	0	0	0	13	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	8	0	8	0	0	0	0	4	0	0	197	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	17	0	0	0	0	0	7328	0	0	0	0	1	0	6	0	0	0	68	0	0	0	0	0	4	0	0	0	1	0	0	108
Zotu116	668	30	0	145	192	0	395	73	0	201	46	0	142	54	0	3	4	0	12	296	1	11	2	0	120	0	0	146	3	0	236	933	0	236	532	0	3054	1906	10	157	3921	0	0	2	0	5	0	13	3	39	113	0	116	339	0	170	0	12	16	1	19	0	29	2	0	9	3	0	2	16	0	252	0	7	0	0	0	0	0	0	7	0	3	0	0	1	33	0	0	0	3	0	0	1	6	0	0	0	69	880
Zotu117	680	0	0	392	0	0	382	0	0	765	2	32	523	0	2	29	0	0	276	2	3	105	0	0	1571	0	6	1230	0	0	383	0	0	708	0	9	833	1	0	1	0	0	429	0	1	0	0	362	0	1332	1	0	70	0	2	0	0	473	0	0	1	0	207	0	0	2	6	0	108	7	0	809	1	15	0	1	0	28	1	0	2	1	0	0	0	0	552	0	3	0	95	0	2	0	0	0	0	0	806	128
Zotu118	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	15176	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	44	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu119	20	4	3	550	28	0	1067	4686	0	184	147	0	416	205	1	52	15	0	417	147	0	167	4812	0	506	139	0	688	2	0	381	181	0	95	50	0	31	707	0	0	9	0	3	4	0	3	0	16	0	8	2	0	30	2	0	14	0	0	3	0	1	0	0	0	0	5	0	0	0	1	0	5	0	4	0	35	0	2	0	0	9	0	0	0	0	0	32	0	1	0	7	0	1	0	9	0	1	0	20	18
Zotu120	15	3	549	64	0	402	59	2	300	35	3	394	70	7	97	9	0	148	25	0	581	18	1	379	87	6	286	105	1	425	93	4	438	78	0	480	12	0	552	4	0	114	49	0	53	0	118	3	170	20	0	820	33	0	132	0	221	8	0	156	2	196	10	4	73	13	0	199	2	15	95	4	151	2	132	21	101	24	256	115	4	466	0	225	4	308	1	391	3	93	31	198	4	158	8	79	3	74	8	18
Zotu121	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1123	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4542	0	0	0	5	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12768
Zotu122	0	1	1	0	4	0	0	2	1	0	2550	0	0	6	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	12444	0	0	1	0	0	3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	4	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1814	0	0	413
Zotu123	621	0	674	163	2	194	191	1	231	185	2	107	206	11	103	30	0	114	230	1	293	116	4	230	303	0	49	318	0	316	263	0	294	193	3	344	256	2	441	73	2	213	176	28	59	0	97	26	127	231	0	304	189	2	191	0	68	216	3	52	225	93	174	1	78	33	0	339	19	4	130	310	387	2	141	7	48	0	144	63	0	153	0	79	0	125	23	192	4	48	8	352	1	261	9	178	6	102	359	1
Zotu124	0	125	0	0	24	0	1	60	0	0	72	0	2	404	0	0	542	0	0	787	0	1	293	0	0	1259	1	0	795	0	1	93	0	0	72	0	0	1	0	0	262	0	0	575	0	804	0	681	0	0	20	0	0	145	0	98	0	0	476	0	0	0	0	300	0	0	279	0	0	189	0	0	0	527	0	369	0	165	0	0	43	0	855	0	1113	0	1096	0	238	0	162	0	276	0	206	0	788	1	0	483
